"Id","Contrato","Numero","Fecha Envio","Total","Adjunto","Estado"
"1844","4112-18-CL20","3191-1782-SE20","14/04/2020","$15.847.230,00","","ACEPTADA"
"1845","4112-38-CL19","3191-1789-SE21","30/03/2021","$4.236.192,00","","ACEPTADA"
"1846","4112-4-CL19","3191-1794-SE19","22/04/2019","$1.474.172,00","","ACEPTADA"
"1847","4112-69-CL18","3191-1800-SE19","25/04/2019","$2.200.548,00","","RECEPCIÓN CONFORME"
"1848","4112-18-CL20","3191-1824-SE21","01/04/2021","$4.284.000,00","","ACEPTADA"
"1849","4112-27-CL19","3191-1848-SE21","05/04/2021","$2.187.815,00","","ACEPTADA"
"1850","4112-43-CL19","3191-1850-SE21","05/04/2021","$200.285,00","","ACEPTADA"
"1851","4112-4-CL19","3191-1851-SE19","24/04/2019","$250.831,00","","ACEPTADA"
"1852","4112-29-CL19","3191-1853-SE20","13/04/2020","$717.332,00","","ACEPTADA"
"1853","4112-16-CL20","3191-1887-SE21","06/04/2021","$3.819.900,00","","ACEPTADA"
"1854","4112-13-CL20","3191-1889-SE21","06/04/2021","$1.856.400,00","","ACEPTADA"
"1855","4112-3-CL19","3191-1906-SE20","16/04/2020","$7.342.173,00","","ACEPTADA"
"1856","4112-18-CL20","3191-1914-SE21","06/04/2021","$398.650,00","","ACEPTADA"
"1857","4112-69-CL18","3191-1917-SE19","26/04/2019","$773.500,00","","ACEPTADA"
"1858","4112-29-CL19","3191-1918-SE21","07/04/2021","$717.332,00","","ACEPTADA"
"1859","4112-3-CL19","3191-1928-SE19","29/04/2019","$3.236.085,00","","RECEPCIÓN CONFORME"
"1860","4112-43-CL19","3191-192-SE20","13/01/2020","$4.609.091,00","","RECEPCIÓN CONFORME"
"1861","4112-23-CL19","3191-1939-SE21","07/04/2021","$52.360,00","","ACEPTADA"
"1862","4112-24-CL19","3191-1942-SE21","07/04/2021","$1.840.437,00","","ACEPTADA"
"1863","4112-27-CL19","3191-1947-SE21","07/04/2021","$454.580,00","","ACEPTADA"
"1864","4112-18-CL20","3191-1969-SE21","07/04/2021","$28.381.500,00","","ACEPTADA"
"1865","4112-43-CL19","3191-2003-SE20","27/04/2020","$290.604,00","","ACEPTADA"
"1866","4112-27-CL19","3191-2004-SE20","27/04/2020","$11.438.042,00","","ACEPTADA"
"1867","4112-48-CL20","3191-2006-SE21","24/05/2021","$19.654.771,00","","INGRESADA"
"1868","4112-23-CL19","3191-2020-SE21","12/04/2021","$633.425,00","","ACEPTADA"
"1869","4112-43-CL19","3191-2021-SE21","12/04/2021","$318.170,00","","ACEPTADA"
"1870","4112-27-CL19","3191-2023-SE21","12/04/2021","$7.430.360,00","","ACEPTADA"
"1871","4112-24-CL19","3191-2024-SE20","27/04/2020","$104.633,00","","ACEPTADA"
"1872","4112-71-CL18","3191-2038-SE20","28/04/2020","$7.959.910,00","","ACEPTADA"
"1873","4112-38-CL19","3191-2040-SE20","28/04/2020","$59.262,00","","ACEPTADA"
"1874","4112-18-CL20","3191-2056-SE21","12/04/2021","$10.710.000,00","","ACEPTADA"
"1875","4112-13-CL20","3191-2059-SE21","13/04/2021","$2.998.800,00","","ACEPTADA"
"1876","4112-18-CL20","3191-206-SE21","11/01/2021","$15.767.500,00","","ACEPTADA"
"1877","4112-2-CL21","3191-2082-SE21","13/04/2021","$15.589.000,00","","ACEPTADA"
"1878","4112-4-CL19","3191-2095-SE20","05/05/2020","$1.474.172,00","","ACEPTADA"
"1879","4112-38-CL19","3191-2103-SE20","04/05/2020","$1.379.246,00","","RECEPCIÓN CONFORME"
"1880","4112-69-CL18","3191-2104-SE20","15/05/2020","$773.500,00","","ACEPTADA"
"1881","4112-29-CL19","3191-2105-SE20","05/05/2020","$597.777,00","","ACEPTADA"
"1882","4112-24-CL19","3191-2108-SE21","15/04/2021","$482.965,00","","ACEPTADA"
"1883","4112-27-CL19","3191-2109-SE21","15/04/2021","$675.682,00","","ACEPTADA"
"1884","4112-71-CL18","3191-2174-SE21","19/04/2021","$7.148.330,00","","ACEPTADA"
"1885","4112-13-CL20","3191-2175-SE21","19/04/2021","$2.592.772,00","","ACEPTADA"
"1886","4112-27-CL19","3191-2184-SE21","19/04/2021","$875.840,00","","ACEPTADA"
"1887","4112-16-CL20","3191-2188-SE21","19/04/2021","$342.720,00","","ACEPTADA"
"1888","4112-38-CL19","3191-2203-SE20","15/05/2020","$5.127.889,00","","RECEPCIÓN CONFORME"
"1889","4112-43-CL19","3191-2222-SE20","22/05/2020","$6.237.038,00","","RECEPCIÓN CONFORME"
"1890","4112-69-CL18","3191-2233-SE21","21/04/2021","$773.500,00","","ACEPTADA"
"1891","4112-3-CL19","3191-2258-SE21","22/04/2021","$9.056.345,00","","ACEPTADA"
"1892","4112-45-CL20","3191-2274-SE21","22/04/2021","$1.856.590,00","","ACEPTADA"
"1893","4112-43-CL19","3191-2275-SE21","22/04/2021","$3.374.408,00","","ACEPTADA"
"1894","4112-22-CL19","3191-2282-SE19","15/05/2019","$783.713,00","","ACEPTADA"
"1895","4112-31-CL20","3191-2292-SE21","22/04/2021","$3.070.200,00","","ACEPTADA"
"1896","4112-71-CL18","3191-2296-SE19","15/05/2019","$5.105.100,00","","RECEPCIÓN CONFORME"
"1897","4112-69-CL18","3191-2308-SE20","20/05/2020","$773.500,00","","ACEPTADA"
"1898","4112-3-CL19","3191-230-SE19","16/01/2019","$4.218.694,00","","RECEPCIÓN CONFORME"
"1899","4112-3-CL20","3191-2317-SE21","26/04/2021","$7.234.837,00","","ACEPTADA"
"1900","4112-71-CL18","3191-231-SE19","17/01/2019","$2.216.970,00","","RECEPCIÓN CONFORME"
"1901","4112-24-CL19","3191-231-SE20","13/01/2020","$1.910.978,00","","RECEPCIÓN CONFORME"
"1902","4112-23-CL19","3191-232-SE20","13/01/2020","$449.820,00","","RECEPCIÓN CONFORME"
"1903","4112-43-CL19","3191-233-SE20","13/01/2020","$1.778.937,00","","RECEPCIÓN CONFORME"
"1904","4112-27-CL19","3191-2353-SE20","22/05/2020","$824.670,00","","RECEPCIÓN CONFORME"
"1905","4112-27-CL19","3191-235-SE20","13/01/2020","$5.277.769,00","","RECEPCIÓN CONFORME"
"1906","4112-15-CL21","3191-2364-SE21","27/04/2021","$43.255.072,00","","ACEPTADA"
"1907","4112-23-CL19","3191-2368-SE20","25/05/2020","$247.270,00","","RECEPCIÓN CONFORME"
"1908","4112-24-CL19","3191-2369-SE20","25/05/2020","$1.311.623,00","","RECEPCIÓN CONFORME"
"1378","4112-16-CL20","3191-3406-SE20","20/07/2020","$3.819.900,00","","RECEPCIÓN CONFORME"
"1379","4112-29-CL19","3191-3417-SE20","21/07/2020","$586.908,00","","ACEPTADA"
"1380","4112-4-CL19","3191-3418-SE20","21/07/2020","$1.474.172,00","","ACEPTADA"
"1381","4112-4-CL19","3191-3462-SE19","10/07/2019","$1.474.172,00","","ACEPTADA"
"1382","4112-4-CL19","3191-3464-SE19","10/07/2019","$78.064,00","","ACEPTADA"
"1383","4112-38-CL19","3191-3486-SE20","23/07/2020","$1.379.246,00","","ACEPTADA"
"1384","4112-29-CL19","3191-3568-SE19","17/07/2019","$1.130.500,00","","ACEPTADA"
"1385","4112-13-CL20","3191-3619-SE20","31/07/2020","$464.100,00","","ACEPTADA"
"1386","4112-71-CL18","3191-3630-SE20","03/08/2020","$4.988.480,00","","RECEPCIÓN CONFORME"
"1387","4112-38-CL19","3191-3647-SE20","03/08/2020","$473.453,00","","RECEPCIÓN CONFORME"
"1388","4112-38-CL19","3191-3692-SE19","24/07/2019","$1.682.769,00","","RECEPCIÓN CONFORME"
"1389","4112-29-CL19","3191-3700-SE19","24/07/2019","$717.332,00","","ACEPTADA"
"1390","4112-27-CL19","3191-802-SE21","04/02/2021","$1.039.465,00","","ACEPTADA"
"1391","4112-38-CL19","3191-831-SE20","11/03/2020","$3.279.433,00","","RECEPCIÓN CONFORME"
"1392","4112-71-CL18","3191-853-SE21","08/02/2021","$3.684.240,00","","ACEPTADA"
"1393","4112-13-CL20","3191-854-SE21","08/02/2021","$464.100,00","","ACEPTADA"
"1394","4112-45-CL20","3191-870-SE21","08/02/2021","$1.856.590,00","","ACEPTADA"
"1395","4112-40-CL19","3191-899-SE20","17/02/2020","$2.413.320,00","","ACEPTADA"
"1396","4112-23-CL19","3191-899-SE21","10/02/2021","$157.080,00","","ACEPTADA"
"1397","4112-27-CL19","3191-900-SE21","10/02/2021","$1.582.105,00","","ACEPTADA"
"1398","4112-3-CL19","3191-911-SE21","10/02/2021","$3.756.981,00","","ACEPTADA"
"1399","4112-43-CL19","3191-914-SE21","11/02/2021","$74.595,00","","ACEPTADA"
"1400","4112-27-CL19","3191-916-SE21","11/02/2021","$1.265.684,00","","ACEPTADA"
"1401","4112-13-CL20","3191-927-SE21","11/02/2021","$357.000,00","","ACEPTADA"
"1402","4112-13-CL20","3191-93-SE21","07/01/2021","$1.498.448,00","","ACEPTADA"
"1403","4112-3-CL20","3191-949-SE21","12/02/2021","$7.234.837,00","","ACEPTADA"
"1404","4112-27-CL19","3191-971-SE21","15/02/2021","$131.495,00","","ACEPTADA"
"1405","4112-43-CL19","3191-973-SE21","15/02/2021","$2.592.816,00","","ACEPTADA"
"1406","4112-18-CL20","3191-495-SE21","20/01/2021","$4.523.190,00","","ACEPTADA"
"1407","4112-4-CL19","3191-4985-SE20","16/10/2020","$1.474.172,00","","ACEPTADA"
"1408","4112-18-CL20","3191-4990-SE20","16/10/2020","$20.497.750,00","","RECEPCIÓN CONFORME"
"1409","4112-3-CL20","3191-5009-SE20","28/10/2020","$7.234.837,00","","ACEPTADA"
"1410","4112-38-CL19","3191-5020-SE20","20/10/2020","$1.379.246,00","","RECEPCIÓN CONFORME"
"1411","4112-38-CL19","3191-5022-SE20","20/10/2020","$118.524,00","","RECEPCIÓN CONFORME"
"1412","4112-29-CL19","3191-5035-SE19","26/09/2019","$717.332,00","","ACEPTADA"
"1413","4112-69-CL18","3191-5123-SE19","30/09/2019","$773.500,00","","ACEPTADA"
"1414","4112-13-CL20","3191-5126-SE20","26/10/2020","$1.160.250,00","","RECEPCIÓN CONFORME"
"1415","4112-38-CL19","3191-5127-SE19","30/09/2019","$6.945.777,00","","RECEPCIÓN CONFORME"
"1416","4112-71-CL18","3191-5156-SE20","26/10/2020","$5.074.160,00","","RECEPCIÓN CONFORME"
"1417","4112-69-CL18","3191-5168-SE20","27/10/2020","$773.500,00","","ACEPTADA"
"1418","4112-38-CL19","3191-5181-SE20","28/10/2020","$1.354.637,00","","RECEPCIÓN CONFORME"
"1419","4112-38-CL19","3191-5200-SE20","29/10/2020","$846.322,00","","RECEPCIÓN CONFORME"
"1420","4112-38-CL19","3191-5206-SE20","29/10/2020","$1.379.246,00","","RECEPCIÓN CONFORME"
"1421","4112-71-CL18","3191-5241-SE19","04/10/2019","$3.634.260,00","","RECEPCIÓN CONFORME"
"1422","4112-31-CL20","3191-5258-SE20","03/11/2020","$2.558.500,00","","RECEPCIÓN CONFORME"
"1423","4112-16-CL20","3191-5285-SE20","04/11/2020","$1.699.320,00","","RECEPCIÓN CONFORME"
"1424","4112-13-CL20","3191-5287-SE20","04/11/2020","$1.599.360,00","","RECEPCIÓN CONFORME"
"1425","4112-4-CL19","3191-528-SE20","30/01/2020","$1.474.172,00","","ACEPTADA"
"1426","4112-7-CL20","3191-5334-SE20","09/11/2020","$565.250,00","","ACEPTADA"
"1427","4112-3-CL20","3191-5337-SE20","09/11/2020","$7.234.837,00","","ACEPTADA"
"1428","4112-29-CL19","3191-5353-SE19","17/10/2019","$717.332,00","","ACEPTADA"
"1429","4112-18-CL20","3191-536-SE21","21/01/2021","$31.535.000,00","","ACEPTADA"
"1430","4112-29-CL19","3191-5388-SE20","11/11/2020","$717.332,00","","ACEPTADA"
"1431","4112-4-CL19","3191-5399-SE19","16/10/2019","$1.582.852,00","","ACEPTADA"
"1432","4112-38-CL19","3191-5417-SE20","11/11/2020","$482.426,00","","RECEPCIÓN CONFORME"
"1433","4112-18-CL20","3191-5458-SE20","16/11/2020","$79.730,00","","RECEPCIÓN CONFORME"
"1434","4112-69-CL18","3191-546-SE20","30/01/2020","$773.500,00","","ACEPTADA"
"1435","4112-71-CL18","3191-5473-SE20","13/11/2020","$1.025.780,00","","RECEPCIÓN CONFORME"
"1436","4112-38-CL19","3191-548-SE20","30/01/2020","$5.516.983,00","","RECEPCIÓN CONFORME"
"1437","4112-38-CL19","3191-5505-SE20","16/11/2020","$2.349.521,00","","RECEPCIÓN CONFORME"
"1438","4112-38-CL19","3191-5535-SE20","18/11/2020","$1.379.246,00","","RECEPCIÓN CONFORME"
"1439","4112-38-CL19","3191-5536-SE20","18/11/2020","$59.262,00","","RECEPCIÓN CONFORME"
"1440","4112-18-CL20","3191-5571-SE20","19/11/2020","$1.071.000,00","","RECEPCIÓN CONFORME"
"1441","4112-18-CL20","3191-5601-SE20","23/11/2020","$18.921.000,00","","RECEPCIÓN CONFORME"
"1442","4112-10-CL21","3191-5611-SE20","10/05/2021","$27.967.380,00","","INGRESADA"
"1443","4112-38-CL19","3191-5711-SE20","26/11/2020","$1.379.246,00","","RECEPCIÓN CONFORME"
"1444","4112-38-CL19","3191-5712-SE20","26/11/2020","$667.769,00","","RECEPCIÓN CONFORME"
"1445","4112-38-CL19","3191-5728-SE19","29/10/2019","$4.581.652,00","","RECEPCIÓN CONFORME"
"1446","4112-69-CL18","3191-5762-SE19","29/10/2019","$773.500,00","","ACEPTADA"
"1447","4112-38-CL19","3191-5766-SE19","29/10/2019","$5.516.983,00","","RECEPCIÓN CONFORME"
"1448","4112-69-CL18","3191-577-SE21","25/01/2021","$773.500,00","","ACEPTADA"
"1449","4112-3-CL19","3191-5813-SE20","02/12/2020","$3.388.494,00","","ACEPTADA"
"1450","4112-29-CL19","3191-5819-SE19","05/11/2019","$717.332,00","","ACEPTADA"
"1451","4112-71-CL18","3191-5825-SE19","05/11/2019","$2.747.710,00","","RECEPCIÓN CONFORME"
"1452","4112-71-CL18","3191-5936-SE20","09/12/2020","$2.023.000,00","","RECEPCIÓN CONFORME"
"1453","4112-10-CL21","3191-5958-SE20","10/12/2020","$121.658.103,00","","ACEPTADA"
"1454","4112-45-CL20","3191-5971-SE20","10/12/2020","$1.160.369,00","","RECEPCIÓN CONFORME"
"1455","4112-13-CL20","3191-5975-SE20","10/12/2020","$1.862.112,00","","RECEPCIÓN CONFORME"
"1456","4112-16-CL20","3191-5976-SE20","10/12/2020","$582.624,00","","RECEPCIÓN CONFORME"
"1457","4112-69-CL18","3191-5994-SE20","14/12/2020","$773.500,00","","ACEPTADA"
"1458","4112-29-CL19","3191-6020-SE19","11/11/2019","$1.126.304,00","","ACEPTADA"
"1459","4112-31-CL20","3191-6048-SE20","15/12/2020","$511.700,00","","RECEPCIÓN CONFORME"
"1460","4112-18-CL20","3191-6053-SE20","15/12/2020","$2.142.000,00","","RECEPCIÓN CONFORME"
"1461","4112-27-CL19","3191-770-SE20","10/02/2020","$2.795.310,00","","RECEPCIÓN CONFORME"
"1462","4112-24-CL19","3191-114-SE21","07/01/2021","$692.535,00","","ACEPTADA"
"1463","4112-3-CL19","3191-1153-SE19","14/03/2019","$1.883.425,00","","RECEPCIÓN CONFORME"
"1464","4112-27-CL19","3191-115-SE21","07/01/2021","$777.070,00","","ACEPTADA"
"1465","4112-2-CL21","3191-1176-SE21","25/02/2021","$1.999.200,00","","ACEPTADA"
"1466","4112-38-CL19","3191-1190-SE21","26/02/2021","$512.057,00","","ACEPTADA"
"1467","4112-38-CL19","3191-1195-SE20","11/03/2020","$5.516.983,00","","RECEPCIÓN CONFORME"
"1468","4112-69-CL18","3191-1202-SE21","26/02/2021","$773.500,00","","ACEPTADA"
"1469","4112-23-CL19","3191-1220-SE21","01/03/2021","$817.994,00","","ACEPTADA"
"1470","4112-27-CL19","3191-1223-SE21","01/03/2021","$3.599.155,00","","ACEPTADA"
"1471","4112-29-CL19","3191-1235-SE21","02/03/2021","$717.332,00","","ACEPTADA"
"1472","4112-29-CL19","3191-1241-SE21","02/03/2021","$590.800,00","","ACEPTADA"
"1473","4112-27-CL19","3191-1259-SE21","03/03/2021","$777.070,00","","ACEPTADA"
"1474","4112-43-CL19","3191-1261-SE21","03/03/2021","$881.407,00","","ACEPTADA"
"1475","4112-16-CL20","3191-1287-SE21","04/03/2021","$3.398.640,00","","ACEPTADA"
"1476","4112-13-CL20","3191-1294-SE21","04/03/2021","$680.680,00","","ACEPTADA"
"1477","4112-18-CL20","3191-1295-SE21","04/03/2021","$4.284.000,00","","ACEPTADA"
"1478","4112-43-CL19","3191-1317-SE21","05/03/2021","$159.085,00","","ACEPTADA"
"1479","4112-27-CL19","3191-1318-SE21","05/03/2021","$1.580.439,00","","ACEPTADA"
"1480","4112-45-CL20","3191-1328-SE21","08/03/2021","$2.784.886,00","","ACEPTADA"
"1481","4112-71-CL18","3191-1349-SE19","28/03/2019","$4.043.620,00","","RECEPCIÓN CONFORME"
"1482","4112-13-CL21","3191-137-SE21","08/01/2021","$20.944.000,00","","ACEPTADA"
"1483","4112-27-CL19","3191-1390-SE21","09/03/2021","$700.910,00","","ACEPTADA"
"2550","296972-23-CL19","3191-4693-SE19","05/09/2019","$19.381.244,00","","RECEPCIÓN CONFORME"
"2551","296972-30-CL19","3191-4774-SE19","10/09/2019","$7.068.600,00","","RECEPCIÓN CONFORME"
"2552","296972-58-CL19","3191-5234-SE19","04/10/2019","$185.640,00","","RECEPCIÓN CONFORME"
"2553","296972-6-CL19","3191-4866-SE19","16/09/2019","$1.256.640,00","","RECEPCIÓN CONFORME"
"2554","296972-32-CL19","3191-4775-SE19","10/09/2019","$397.186,00","","RECEPCIÓN CONFORME"
"2555","296972-30-CL19","3191-3059-SE19","20/06/2019","$12.503.622,00","","RECEPCIÓN CONFORME"
"2556","296972-15-CL19","3191-4930-SE19","24/09/2019","$9.282.000,00","","RECEPCIÓN CONFORME"
"2557","296972-61-CL19","3191-5235-SE19","04/10/2019","$2.273.490,00","","RECEPCIÓN CONFORME"
"2558","296972-51-CL18","3191-4781-SE19","10/09/2019","$117.810,00","","RECEPCIÓN CONFORME"
"2559","296972-58-CL19","3191-4867-SE19","16/09/2019","$185.521,00","","RECEPCIÓN CONFORME"
"2560","296972-57-CL19","3191-4787-SE19","10/09/2019","$20.939.240,00","","RECEPCIÓN CONFORME"
"2561","296972-15-CL19","3191-4934-SE19","24/09/2019","$6.675.900,00","","RECEPCIÓN CONFORME"
"2562","296972-31-CL19","3191-4868-SE19","16/09/2019","$43.792,00","","RECEPCIÓN CONFORME"
"2563","296972-29-CL19","3191-4806-SE19","11/09/2019","$563.644,00","","RECEPCIÓN CONFORME"
"2564","296972-22-CL19","3191-5256-SE19","07/10/2019","$6.630.004,00","","RECEPCIÓN CONFORME"
"2565","296972-55-CL19","3191-4872-SE19","16/09/2019","$193.970,00","","RECEPCIÓN CONFORME"
"2566","296972-23-CL19","3191-3060-SE19","20/06/2019","$12.559.607,00","","RECEPCIÓN CONFORME"
"2567","296972-26-CL19","3191-3242-SE19","01/07/2019","$2.377.620,00","","RECEPCIÓN CONFORME"
"2568","296972-18-CL19","3191-3314-SE19","08/07/2019","$158.865,00","","RECEPCIÓN CONFORME"
"2569","296972-51-CL18","3191-3318-SE19","08/07/2019","$6.066.025,00","","RECEPCIÓN CONFORME"
"2570","296972-11-CL19","3191-3890-SE19","01/08/2019","$48.790,00","","RECEPCIÓN CONFORME"
"2571","296972-18-CL19","3191-2986-SE19","18/06/2019","$2.757.587,00","","RECEPCIÓN CONFORME"
"2572","296972-30-CL19","3191-2996-SE19","18/06/2019","$7.730.564,00","","RECEPCIÓN CONFORME"
"2573","296972-57-CL19","3191-2998-SE19","18/06/2019","$18.825.741,00","","RECEPCIÓN CONFORME"
"2574","296972-26-CL19","3191-3000-SE19","18/06/2019","$1.499.400,00","","RECEPCIÓN CONFORME"
"2575","296972-7-CL19","3191-4877-SE19","16/09/2019","$71.162,00","","RECEPCIÓN CONFORME"
"2576","296972-22-CL19","3191-2814-SE19","11/06/2019","$8.108.006,00","","RECEPCIÓN CONFORME"
"2577","296972-29-CL19","3191-4936-SE19","24/09/2019","$15.102.290,00","","RECEPCIÓN CONFORME"
"2578","296972-3-CL19","3191-2942-SE19","17/06/2019","$1.368.500,00","","RECEPCIÓN CONFORME"
"2579","296972-25-CL19","3191-2943-SE19","17/06/2019","$99.960,00","","RECEPCIÓN CONFORME"
"2580","296972-29-CL19","3191-2956-SE19","17/06/2019","$192.780,00","","RECEPCIÓN CONFORME"
"2581","296972-8-CL19","3191-2944-SE19","17/06/2019","$261.800,00","","RECEPCIÓN CONFORME"
"2582","296972-29-CL19","3191-3510-SE19","12/07/2019","$192.780,00","","RECEPCIÓN CONFORME"
"2583","296972-25-CL19","3191-3322-SE19","08/07/2019","$24.990,00","","RECEPCIÓN CONFORME"
"2584","296972-47-CL18","3191-4907-SE19","17/09/2019","$374.993,00","","RECEPCIÓN CONFORME"
"2585","296972-24-CL19","3191-3505-SE19","12/07/2019","$2.677.500,00","","RECEPCIÓN CONFORME"
"2586","296972-7-CL19","3191-3506-SE19","12/07/2019","$473.382,00","","RECEPCIÓN CONFORME"
"2587","296972-54-CL19","3191-3204-SE19","28/06/2019","$2.072.913,00","","ACEPTADA"
"2588","296972-57-CL19","3191-3507-SE19","12/07/2019","$4.189.276,00","","RECEPCIÓN CONFORME"
"2589","296972-18-CL19","3191-3508-SE19","12/07/2019","$579.530,00","","RECEPCIÓN CONFORME"
"2590","296972-23-CL19","3191-1565-SE21","19/03/2021","$1.721.234,00","","ACEPTADA"
"2591","296972-23-CL19","3191-1989-SE21","08/04/2021","$161.388,00","","ACEPTADA"
"2592","296972-55-CL19","3191-1547-SE21","18/03/2021","$39.270,00","","ACEPTADA"
"2593","296972-57-CL19","3191-1566-SE21","19/03/2021","$1.563.035,00","","ACEPTADA"
"2594","296972-54-CL19","3191-850-SE21","08/02/2021","$485.777,00","","ACEPTADA"
"2595","296972-30-CL19","3191-2058-SE21","12/04/2021","$23.562.000,00","","ACEPTADA"
"2596","296972-30-CL19","3191-851-SE21","08/02/2021","$11.781.000,00","","ACEPTADA"
"2597","296972-47-CL18","3191-1568-SE21","19/03/2021","$1.743.314,00","","ACEPTADA"
"2598","296972-7-CL19","3191-1409-SE21","10/03/2021","$599.760,00","","ACEPTADA"
"2599","296972-30-CL19","3191-1410-SE21","10/03/2021","$27.299.945,00","","ACEPTADA"
"2600","296972-26-CL19","3191-1569-SE21","19/03/2021","$2.219.112,00","","ACEPTADA"
"2601","296972-7-CL19","3191-1990-SE21","08/04/2021","$234.014,00","","ACEPTADA"
"2602","296972-58-CL19","3191-3051-SE21","31/05/2021","$1.046.595,00","","ACEPTADA"
"2603","296972-24-CL19","3191-1992-SE21","08/04/2021","$11.008,00","","ACEPTADA"
"2604","296972-29-CL19","3191-1411-SE21","10/03/2021","$13.994.400,00","","ACEPTADA"
"2605","296972-3-CL19","3191-1412-SE21","10/03/2021","$178.500,00","","ACEPTADA"
"2606","296972-18-CL19","3191-1414-SE21","10/03/2021","$88.417,00","","ACEPTADA"
"2607","296972-31-CL19","3191-1415-SE21","10/03/2021","$93.177,00","","ACEPTADA"
"2608","296972-57-CL19","3191-2849-SE21","19/05/2021","$1.468.555,00","","ACEPTADA"
"2609","296972-31-CL19","3191-738-SE21","02/02/2021","$249.186,00","","RECEPCIÓN CONFORME"
"2610","296972-30-CL19","3191-1993-SE21","08/04/2021","$3.185.487,00","","ACEPTADA"
"2611","296972-30-CL19","3191-1017-SE21","17/02/2021","$6.370.974,00","","ACEPTADA"
"2612","296972-58-CL19","3191-1018-SE21","17/02/2021","$92.820,00","","ACEPTADA"
"2613","296972-14-CL19","3191-1499-SE21","16/03/2021","$2.470.440,00","","ACEPTADA"
"2614","296972-23-CL19","3191-1502-SE21","16/03/2021","$4.245.158,00","","ACEPTADA"
"2615","296972-55-CL19","3191-1399-SE21","09/03/2021","$24.990,00","","ACEPTADA"
"2616","296972-14-CL19","3191-1019-SE21","17/02/2021","$4.286.975,00","","ACEPTADA"
"2617","296972-29-CL19","3191-1310-SE21","05/03/2021","$89.250,00","","ACEPTADA"
"2618","296972-57-CL19","3191-1020-SE21","17/02/2021","$796.253,00","","ACEPTADA"
"2619","296972-58-CL19","3191-161-SE20","09/01/2020","$1.576.750,00","","RECEPCIÓN CONFORME"
"2620","296972-14-CL19","3191-162-SE20","09/01/2020","$45.220,00","","RECEPCIÓN CONFORME"
"2621","296972-23-CL19","3191-436-SE20","24/01/2020","$6.212.514,00","","RECEPCIÓN CONFORME"
"2622","296972-30-CL19","3191-304-SE20","16/01/2020","$3.210.620,00","","RECEPCIÓN CONFORME"
"2623","296972-55-CL19","3191-1428-SE20","23/03/2020","$18.921,00","","RECEPCIÓN CONFORME"
"2624","296972-55-CL19","3191-708-SE20","06/02/2020","$295.477,00","","ACEPTADA"
"2625","296972-57-CL19","3191-496-SE20","30/01/2020","$64.914.524,00","","RECEPCIÓN CONFORME"
"2626","296972-29-CL19","3191-500-SE20","29/01/2020","$17.493.000,00","","RECEPCIÓN CONFORME"
"2627","296972-31-CL19","3191-569-SE20","31/01/2020","$67.235,00","","RECEPCIÓN CONFORME"
